Toss_Result,Winner,Total_turns
Player: 1,Player: 1,37
Player: 1,Player: 1,31
Player: 1,Player: 1,84
Player: 2,Player: 1,26
Player: 1,Player: 1,27
Player: 1,Player: 1,61
Player: 2,Draw,200
Player: 2,Player: 1,65
Player: 1,Player: 1,18
Player: 2,Player: 1,25
Player: 1,Player: 1,31
Player: 1,Player: 1,81
Player: 2,Player: 1,841
Player: 2,Player: 1,42
Player: 2,Player: 1,65
Player: 2,Player: 1,24
Player: 1,Player: 1,64
Player: 2,Player: 1,127
Player: 2,Player: 1,36
Player: 1,Player: 2,28
