Toss_Result,Winner,Total_turns
Player: 1,Player: 2,31
Player: 1,Player: 2,23
Player: 2,Player: 2,78
Player: 2,Player: 2,27
Player: 2,Player: 1,40
Player: 2,Player: 2,33
Player: 2,Player: 2,35
Player: 2,Player: 1,35
Player: 1,Player: 2,150
Player: 2,Player: 2,27
Player: 1,Player: 2,40
Player: 1,Player: 1,37
Player: 1,Player: 1,28
Player: 1,Player: 1,25
Player: 1,Player: 1,48
Player: 1,Player: 1,53
Player: 1,Player: 2,53
Player: 2,Player: 1,41
Player: 1,Player: 2,431
Player: 2,Player: 2,29
