Toss_Result,Winner,Total_turns
Player: 1,Player: 2,58
Player: 1,Player: 2,35
Player: 2,Player: 2,22
Player: 1,Player: 1,45
Player: 2,Player: 2,74
Player: 2,Player: 2,79
Player: 2,Player: 2,51
Player: 1,Player: 2,88
Player: 2,Player: 2,28
Player: 2,Player: 2,38
Player: 1,Player: 2,27
Player: 2,Player: 2,28
Player: 2,Player: 2,107
Player: 1,Player: 2,144
Player: 2,Player: 2,24
Player: 1,Player: 2,70
Player: 1,Player: 1,41
Player: 2,Player: 2,102
Player: 1,Player: 2,25
Player: 1,Player: 2,21
