Toss_Result,Winner,Total_turns
Player: 2,Player: 2,71
Player: 1,Player: 2,47
Player: 1,Player: 1,45
Player: 1,Player: 2,1006
Player: 1,Player: 2,24
Player: 1,Player: 2,57
Player: 1,Player: 2,87
Player: 1,Player: 2,25
Player: 2,Player: 2,27
Player: 1,Player: 2,60
Player: 2,Player: 1,48
Player: 2,Player: 2,70
Player: 1,Player: 2,26
Player: 1,Player: 2,29
Player: 2,Player: 2,41
Player: 2,Player: 2,25
Player: 2,Player: 2,39
Player: 1,Player: 1,134
Player: 2,Player: 2,39
Player: 2,Player: 2,25
