Toss_Result,Winner,Total_turns
Player: 1,Player: 2,51
Player: 1,Player: 1,61
Player: 2,Player: 1,25
Player: 2,Player: 1,18
Player: 1,Player: 2,1615
Player: 2,Player: 2,84
Player: 2,Player: 2,25
Player: 1,Player: 2,79
Player: 1,Player: 1,48
Player: 1,Player: 1,73
Player: 1,Player: 1,29
Player: 2,Player: 1,34
Player: 1,Player: 1,81
Player: 2,Player: 1,847
Player: 1,Player: 1,72
Player: 1,Player: 2,119
Player: 2,Player: 2,21
Player: 2,Player: 2,71
Player: 1,Player: 1,38
Player: 1,Player: 2,222
