Toss_Result,Winner,Total_turns
Player: 1,Player: 1,29
Player: 1,Player: 1,25
Player: 1,Player: 1,25
Player: 1,Player: 2,40
Player: 2,Player: 2,74
Player: 2,Player: 1,35
Player: 2,Player: 1,36
Player: 1,Player: 1,21
Player: 1,Player: 1,85
Player: 1,Player: 1,39
Player: 2,Player: 2,66
Player: 2,Player: 2,28
Player: 1,Player: 2,43
Player: 1,Player: 2,24
Player: 1,Player: 1,47
Player: 2,Player: 2,31
Player: 2,Player: 2,94
Player: 2,Player: 1,39
Player: 2,Player: 1,35
Player: 1,Player: 1,28
