Toss_Result,Winner,Total_turns
Player: 2,Player: 1,27
Player: 1,Player: 1,31
Player: 1,Player: 1,79
Player: 2,Player: 1,34
Player: 2,Player: 1,26
Player: 2,Player: 1,37
Player: 1,Player: 2,265
Player: 1,Player: 1,82
Player: 2,Player: 1,41
Player: 1,Player: 1,83
Player: 2,Player: 1,52
Player: 2,Player: 1,21
Player: 2,Player: 1,52
Player: 1,Player: 2,25
Player: 1,Player: 2,19
Player: 1,Player: 1,44
Player: 1,Player: 1,26
Player: 1,Player: 1,11
Player: 1,Player: 1,57
Player: 1,Player: 2,10
