Toss_Result,Winner,Total_turns
Player: 1,Player: 2,94
Player: 2,Player: 1,77
Player: 2,Player: 1,32
Player: 1,Player: 1,129
Player: 1,Player: 2,45
Player: 1,Player: 2,95
Player: 2,Player: 1,39
Player: 1,Player: 1,25
Player: 2,Player: 1,38
Player: 2,Player: 1,51
Player: 1,Player: 1,64
Player: 1,Player: 1,42
Player: 2,Player: 2,29
Player: 2,Player: 2,86
Player: 1,Player: 2,39
Player: 1,Player: 2,43
Player: 1,Player: 1,27
Player: 1,Player: 1,29
Player: 1,Player: 1,37
Player: 2,Player: 2,48
