Toss_Result,Winner,Total_turns
Player: 2,Player: 2,244
Player: 2,Player: 1,54
Player: 2,Player: 1,24
Player: 1,Player: 1,64
Player: 1,Player: 1,21
Player: 2,Player: 1,27
Player: 2,Player: 1,97
Player: 1,Player: 1,18
Player: 2,Player: 1,27
Player: 1,Player: 1,46
Player: 1,Player: 1,45
Player: 1,Player: 1,35
Player: 1,Player: 2,64
Player: 2,Player: 1,39
Player: 1,Player: 1,24
Player: 2,Player: 1,27
Player: 1,Player: 1,43
Player: 1,Player: 2,322
Player: 2,Player: 1,138
Player: 2,Player: 2,79
