Toss_Result,Winner,Total_turns
Player: 2,Player: 2,55
Player: 2,Player: 2,69
Player: 2,Player: 2,263
Player: 2,Player: 1,93
Player: 1,Player: 1,28
Player: 2,Player: 2,68
Player: 2,Player: 1,52
Player: 1,Player: 1,26
Player: 1,Player: 2,65
Player: 1,Player: 2,196
Player: 2,Player: 2,55
Player: 2,Player: 1,21
Player: 1,Player: 2,21
Player: 1,Player: 2,68
Player: 2,Player: 2,81
Player: 1,Player: 2,26
Player: 1,Player: 2,39
Player: 2,Player: 1,31
Player: 1,Player: 1,34
Player: 2,Player: 1,23
