Toss_Result,Winner,Total_turns
Player: 1,Player: 1,49
Player: 1,Player: 2,42
Player: 1,Player: 1,51
Player: 2,Player: 2,33
Player: 1,Player: 2,25
Player: 1,Player: 2,21
Player: 1,Player: 2,26
Player: 1,Player: 2,40
Player: 1,Player: 2,74
Player: 2,Player: 2,23
Player: 1,Player: 2,55
Player: 1,Player: 2,22
Player: 1,Player: 2,109
Player: 1,Player: 2,101
Player: 2,Player: 1,37
Player: 2,Player: 2,30
Player: 2,Player: 2,29
Player: 1,Player: 2,41
Player: 1,Player: 2,92
Player: 1,Player: 1,24
