Toss_Result,Winner,Total_turns
Player: 1,Player: 1,64
Player: 2,Player: 1,43
Player: 1,Player: 2,76
Player: 2,Player: 1,29
Player: 1,Player: 1,57
Player: 2,Player: 1,43
Player: 2,Player: 1,392
Player: 1,Player: 2,120
Player: 2,Player: 2,80
Player: 1,Player: 2,23
Player: 2,Player: 2,25
Player: 1,Player: 1,47
Player: 2,Player: 1,36
Player: 1,Player: 1,32
Player: 2,Player: 1,41
Player: 1,Player: 2,63
Player: 2,Player: 2,25
Player: 1,Player: 1,42
Player: 2,Player: 2,41
Player: 1,Player: 2,37
