Toss_Result,Winner,Total_turns
Player: 2,Player: 1,64
Player: 1,Player: 2,63
Player: 2,Player: 1,76
Player: 2,Player: 1,164
Player: 1,Player: 1,35
Player: 1,Player: 1,27
Player: 2,Player: 1,28
Player: 2,Player: 1,32
Player: 2,Player: 1,64
Player: 1,Player: 1,40
Player: 1,Player: 1,116
Player: 2,Player: 1,46
Player: 1,Player: 1,25
Player: 2,Player: 1,41
Player: 1,Player: 1,49
Player: 2,Player: 1,42
Player: 2,Player: 1,26
Player: 2,Player: 1,57
Player: 1,Player: 1,27
Player: 1,Player: 1,132
