Toss_Result,Winner,Total_turns
Player: 2,Player: 2,57
Player: 1,Player: 2,34
Player: 1,Player: 1,101
Player: 2,Player: 1,1041
Player: 1,Player: 2,46
Player: 1,Player: 2,75
Player: 2,Player: 2,47
Player: 1,Player: 2,54
Player: 1,Player: 2,37
Player: 2,Player: 2,119
Player: 1,Player: 1,28
Player: 1,Player: 1,25
Player: 2,Player: 1,26
Player: 1,Player: 1,25
Player: 2,Player: 1,41
Player: 2,Player: 2,111
Player: 2,Player: 2,22
Player: 2,Player: 1,52
Player: 1,Player: 2,62
Player: 1,Player: 2,188
