Toss_Result,Winner,Total_turns
Player: 2,Player: 1,49
Player: 2,Player: 1,49
Player: 1,Player: 1,37
Player: 2,Player: 1,24
Player: 1,Player: 1,49
Player: 2,Player: 1,25
Player: 1,Player: 2,64
Player: 1,Player: 1,40
Player: 1,Player: 2,28
Player: 2,Player: 1,63
Player: 1,Player: 1,44
Player: 1,Player: 1,24
Player: 2,Player: 1,28
Player: 2,Player: 1,46
Player: 2,Player: 1,27
Player: 2,Player: 2,78
Player: 2,Player: 1,37
Player: 1,Player: 1,39
Player: 1,Player: 1,28
Player: 1,Player: 1,53
