Toss_Result,Winner,Total_turns
Player: 1,Player: 2,177
Player: 2,Player: 1,56
Player: 1,Player: 1,40
Player: 1,Player: 1,114
Player: 1,Player: 1,26
Player: 1,Player: 1,59
Player: 1,Player: 2,135
Player: 2,Player: 2,73
Player: 1,Player: 1,57
Player: 1,Player: 2,10
Player: 2,Player: 2,60
Player: 2,Player: 1,58
Player: 1,Player: 1,89
Player: 2,Player: 1,74
Player: 1,Player: 2,23
Player: 2,Player: 2,78
Player: 1,Player: 1,57
Player: 1,Player: 2,10
Player: 2,Player: 2,60
Player: 2,Player: 1,58
