Toss_Result,Winner,Total_turns
Player: 2,Player: 2,19
Player: 2,Player: 2,26
Player: 2,Player: 2,49
Player: 2,Player: 2,29
Player: 1,Player: 2,26
Player: 1,Player: 2,23
Player: 1,Player: 2,23
Player: 2,Player: 2,21
Player: 1,Player: 2,26
Player: 1,Player: 2,18
Player: 1,Player: 2,28
Player: 1,Player: 2,19
Player: 2,Player: 2,85
Player: 2,Player: 2,22
Player: 1,Draw,1000
Player: 1,Player: 2,27
Player: 1,Player: 2,26
Player: 1,Player: 2,21
Player: 1,Player: 2,19
Player: 2,Player: 2,23
