Toss_Result,Winner,Total_turns
Player: 2,Player: 1,73
Player: 2,Player: 1,27
Player: 1,Player: 1,32
Player: 1,Player: 1,55
Player: 2,Player: 2,27
Player: 2,Player: 2,24
Player: 2,Player: 2,104
Player: 1,Player: 1,66
Player: 1,Player: 2,34
Player: 1,Player: 2,60
Player: 2,Player: 2,25
Player: 2,Player: 2,24
Player: 1,Player: 2,22
Player: 1,Player: 2,27
Player: 2,Player: 1,51
Player: 1,Player: 1,30
Player: 2,Player: 1,39
Player: 1,Player: 1,23
Player: 1,Player: 2,30
Player: 2,Player: 2,51
