Toss_Result,Winner,Total_turns
Player: 1,Player: 1,28
Player: 1,Player: 1,80
Player: 2,Player: 2,30
Player: 1,Player: 2,42
Player: 1,Player: 2,29
Player: 1,Player: 2,64
Player: 2,Player: 2,22
Player: 2,Player: 2,45
Player: 2,Player: 2,49
Player: 2,Player: 2,32
Player: 1,Player: 2,26
Player: 2,Player: 2,53
Player: 2,Player: 2,19
Player: 1,Player: 1,57
Player: 1,Player: 2,10
Player: 2,Player: 2,60
Player: 2,Player: 1,58
Player: 1,Player: 1,89
Player: 2,Player: 1,74
Player: 1,Player: 2,23
