Toss_Result,Winner,Total_turns
Player: 1,Player: 2,53
Player: 2,Player: 2,24
Player: 2,Player: 2,27
Player: 1,Player: 2,23
Player: 1,Player: 2,25
Player: 2,Player: 2,21
Player: 2,Player: 2,77
Player: 1,Player: 2,51
Player: 2,Player: 2,85
Player: 1,Player: 2,38
Player: 2,Player: 2,59
Player: 2,Player: 2,26
Player: 2,Player: 2,30
Player: 1,Player: 2,57
Player: 1,Player: 2,24
Player: 2,Player: 2,73
Player: 1,Player: 2,23
Player: 1,Player: 2,28
Player: 2,Player: 2,25
Player: 1,Player: 2,22
