Toss_Result,Winner,Total_turns
Player: 2,Player: 2,31
Player: 2,Player: 2,66
Player: 2,Player: 1,36
Player: 2,Player: 1,39
Player: 1,Player: 2,46
Player: 1,Player: 2,51
Player: 2,Player: 2,71
Player: 2,Player: 1,53
Player: 1,Player: 2,27
Player: 1,Player: 2,34
Player: 2,Player: 2,23
Player: 2,Player: 2,24
Player: 1,Player: 2,29
Player: 2,Player: 2,24
Player: 2,Player: 2,22
Player: 2,Player: 2,26
Player: 2,Player: 2,48
Player: 2,Player: 2,23
Player: 1,Player: 2,48
Player: 1,Player: 2,43
