Toss_Result,Winner,Total_turns
Player: 2,Player: 1,25
Player: 2,Player: 1,24
Player: 1,Player: 1,21
Player: 2,Player: 1,7
Player: 1,Player: 1,57
Player: 1,Player: 2,10
Player: 2,Player: 2,60
Player: 2,Player: 1,58
Player: 1,Player: 1,89
Player: 2,Player: 1,74
Player: 1,Player: 2,23
Player: 2,Player: 2,78
Player: 1,Player: 1,57
Player: 1,Player: 2,10
Player: 2,Player: 2,60
Player: 2,Player: 1,58
Player: 1,Player: 1,89
Player: 2,Player: 1,74
Player: 1,Player: 2,23
Player: 2,Player: 2,78
