Toss_Result,Winner,Total_turns
Player: 2,Player: 1,63
Player: 1,Player: 2,56
Player: 1,Player: 1,28
Player: 2,Player: 2,224
Player: 1,Player: 1,35
Player: 2,Player: 2,43
Player: 1,Player: 2,38
Player: 1,Player: 1,37
Player: 2,Player: 2,26
Player: 1,Player: 2,37
Player: 2,Player: 2,245
Player: 1,Player: 1,73
Player: 2,Player: 1,48
Player: 1,Player: 1,89
Player: 1,Player: 2,125
Player: 1,Player: 2,63
Player: 1,Player: 2,24
Player: 2,Player: 2,30
Player: 2,Player: 2,52
Player: 1,Player: 1,61
