Toss_Result,Winner,Total_turns
Player: 1,Player: 2,75
Player: 2,Player: 1,29
Player: 2,Draw,300
Player: 2,Player: 2,93
Player: 2,Player: 2,29
Player: 2,Player: 2,59
Player: 2,Player: 2,81
Player: 2,Player: 2,25
Player: 2,Player: 2,73
Player: 1,Player: 2,98
Player: 2,Player: 2,193
Player: 2,Player: 2,66
Player: 2,Draw,15300
Player: 1,Player: 2,28
Player: 1,Player: 2,218
Player: 1,Player: 2,21
Player: 1,Player: 1,57
Player: 1,Player: 2,10
Player: 2,Player: 2,60
Player: 2,Player: 1,58

