Toss_Result,Winner,Total_turns
Player: 2,Player: 2,135
Player: 1,Player: 2,25
Player: 2,Player: 1,164
Player: 1,Player: 2,139
Player: 1,Player: 2,1701
Player: 1,Player: 2,53
Player: 1,Player: 1,35
Player: 1,Player: 1,26
Player: 1,Player: 1,28
Player: 2,Player: 1,30
Player: 2,Player: 1,28
Player: 2,Player: 1,24
Player: 2,Player: 1,26
Player: 1,Player: 1,23
Player: 2,Player: 1,25
Player: 2,Player: 1,38
Player: 1,Player: 1,27
Player: 1,Player: 1,52
Player: 1,Player: 1,69
Player: 2,Player: 1,26
