Toss_Result,Winner,Total_turns
Player: 2,Player: 1,50
Player: 2,Player: 1,30
Player: 2,Player: 1,21
Player: 2,Player: 1,43
Player: 1,Player: 1,31
Player: 1,Player: 1,28
Player: 1,Player: 1,32
Player: 1,Player: 1,28
Player: 1,Player: 1,41
Player: 1,Player: 1,34
Player: 1,Player: 1,26
Player: 1,Player: 1,23
Player: 1,Player: 1,46
Player: 1,Player: 1,110
Player: 1,Player: 1,42
Player: 1,Player: 1,36
Player: 1,Player: 1,28
Player: 2,Player: 1,52
Player: 2,Player: 1,33
Player: 1,Player: 1,27
