Toss_Result,Winner,Total_turns
Player: 1,Player: 2,27
Player: 2,Player: 2,21
Player: 1,Player: 2,24
Player: 2,Player: 2,33
Player: 2,Player: 1,48
Player: 2,Player: 2,59
Player: 2,Player: 2,53
Player: 1,Player: 2,26
Player: 2,Player: 2,30
Player: 2,Player: 2,50
Player: 1,Player: 2,30
Player: 1,Player: 2,23
Player: 1,Player: 2,36
Player: 1,Player: 2,21
Player: 2,Player: 2,131
Player: 1,Player: 2,28
Player: 1,Player: 2,25
Player: 2,Player: 2,28
Player: 2,Player: 2,30
Player: 2,Player: 2,22
