Toss_Result,Winner,Total_turns
Player: 2,Player: 2,145
Player: 1,Player: 1,85
Player: 2,Player: 2,50
Player: 2,Player: 2,112
Player: 1,Player: 2,25
Player: 2,Player: 2,23
Player: 1,Player: 2,24
Player: 2,Player: 1,30
Player: 2,Player: 2,43
Player: 1,Player: 2,26
Player: 2,Player: 2,40
Player: 2,Player: 2,45
Player: 2,Player: 1,70
Player: 2,Draw,200
Player: 2,Player: 2,152
Player: 1,Player: 2,23
Player: 2,Player: 2,232
Player: 1,Player: 2,248
Player: 2,Player: 2,131
Player: 1,Player: 2,30
