Toss_Result,Winner,Total_turns
Player: 1,Player: 2,27
Player: 2,Player: 2,23
Player: 2,Player: 2,22
Player: 2,Player: 2,21
Player: 2,Player: 2,20
Player: 1,Player: 2,18
Player: 2,Player: 2,25
Player: 1,Player: 2,25
Player: 1,Player: 2,24
Player: 2,Player: 2,20
Player: 1,Player: 2,27
Player: 2,Player: 2,178
Player: 1,Player: 2,25
Player: 1,Player: 2,21
Player: 1,Player: 2,21
Player: 2,Player: 2,25
Player: 2,Player: 2,23
Player: 1,Player: 2,98
Player: 2,Draw,200
Player: 1,Player: 2,21
