Toss_Result,Winner,Total_turns
Player: 2,Player: 1,23
Player: 2,Player: 1,27
Player: 1,Player: 1,35
Player: 2,Player: 1,38
Player: 1,Player: 1,49
Player: 2,Player: 2,42
Player: 2,Player: 1,25
Player: 2,Player: 2,58
Player: 2,Player: 2,25
Player: 1,Player: 2,24
Player: 1,Player: 2,22
Player: 1,Player: 2,183
Player: 1,Player: 2,29
Player: 2,Player: 2,60
Player: 2,Player: 1,42
Player: 1,Player: 2,58
Player: 1,Player: 1,42
Player: 1,Player: 1,33
Player: 2,Player: 1,34
Player: 2,Player: 1,36
