Toss_Result,Winner,Total_turns
Player: 2,Draw,200
Player: 2,Player: 2,25
Player: 1,Player: 2,21
Player: 2,Player: 2,26
Player: 2,Player: 2,22
Player: 2,Player: 2,22
Player: 2,Player: 2,24
Player: 2,Player: 2,28
Player: 1,Player: 2,22
Player: 1,Player: 2,22
Player: 2,Player: 2,25
Player: 2,Player: 2,25
Player: 2,Player: 2,24
Player: 2,Player: 2,23
Player: 2,Player: 2,26
Player: 1,Player: 2,25
Player: 1,Player: 2,19
Player: 1,Player: 2,26
Player: 2,Player: 2,23
Player: 2,Player: 2,25
