Toss_Result,Winner,Total_turns
Player: 1,Player: 1,27
Player: 2,Player: 1,47
Player: 2,Player: 1,28
Player: 1,Player: 1,22
Player: 1,Player: 1,25
Player: 1,Player: 1,29
Player: 2,Player: 1,26
Player: 1,Player: 1,23
Player: 2,Player: 1,24
Player: 2,Player: 1,98
Player: 2,Player: 1,28
Player: 1,Player: 1,27
Player: 2,Player: 1,29
Player: 2,Player: 1,24
Player: 2,Player: 1,23
Player: 2,Draw,1600
Player: 1,Player: 1,30
Player: 1,Player: 1,23
Player: 1,Player: 1,30
Player: 1,Player: 1,20
