Toss_Result,Winner,Total_turns
Player: 1,Player: 1,29
Player: 1,Player: 1,50
Player: 2,Player: 2,58
Player: 1,Player: 1,43
Player: 1,Player: 2,408
Player: 2,Player: 1,24
Player: 2,Player: 1,25
Player: 1,Player: 1,42
Player: 2,Player: 1,50
Player: 2,Player: 1,43
Player: 1,Player: 1,29
Player: 1,Player: 1,39
Player: 2,Player: 1,33
Player: 2,Player: 1,39
Player: 1,Player: 1,116
Player: 2,Player: 1,23
Player: 2,Player: 1,35
Player: 1,Player: 1,22
Player: 1,Player: 1,17
Player: 2,Player: 1,23
