Toss_Result,Winner,Total_turns
Player: 1,Player: 1,49
Player: 2,Player: 2,302
Player: 1,Player: 1,52
Player: 2,Player: 1,22
Player: 2,Player: 1,49
Player: 1,Player: 2,23
Player: 2,Player: 2,19
Player: 1,Player: 2,48
Player: 1,Player: 1,527
Player: 1,Player: 1,27
Player: 2,Player: 2,67
Player: 1,Player: 2,54
Player: 2,Player: 1,51
Player: 2,Player: 2,24
Player: 2,Player: 2,71
Player: 2,Player: 2,45
Player: 1,Player: 1,70
Player: 1,Player: 2,34
Player: 2,Player: 1,57
Player: 1,Player: 2,23
