Toss_Result,Winner,Total_turns
Player: 2,Player: 2,69
Player: 2,Player: 1,100
Player: 2,Player: 1,22
Player: 2,Player: 1,25
Player: 1,Player: 1,34
Player: 1,Player: 1,46
Player: 2,Player: 1,27
Player: 2,Player: 1,24
Player: 2,Player: 1,29
Player: 1,Player: 1,28
Player: 2,Player: 1,26
Player: 2,Player: 1,25
Player: 1,Player: 1,167
Player: 1,Player: 1,41
Player: 1,Player: 1,74
Player: 2,Player: 1,32
Player: 2,Player: 1,29
Player: 1,Player: 1,25
Player: 2,Player: 1,65
Player: 2,Player: 1,51
