Toss_Result,Winner,Total_turns
Player: 1,Player: 1,58
Player: 2,Player: 2,169
Player: 1,Player: 1,35
Player: 2,Player: 1,115
Player: 2,Player: 1,87
Player: 1,Player: 1,35
Player: 1,Player: 1,1853
Player: 2,Player: 1,36
Player: 1,Player: 1,87
Player: 1,Player: 2,333
Player: 2,Player: 1,26
Player: 2,Player: 1,25
Player: 2,Player: 2,459
Player: 1,Player: 1,84
Player: 2,Player: 2,52
Player: 1,Player: 1,47
Player: 1,Player: 1,27
Player: 2,Player: 1,24
Player: 2,Player: 1,30
Player: 1,Player: 1,66
